Application Date,Country,YOE,Seniority,Technology,Code Challenge Score,Technical Interview Score,approved
2021-06-18,Guatemala,15,Senior,Design,9,8,True
2019-02-13,Egypt,21,Architect,Business Intelligence,9,2,False
2020-08-01,Kazakhstan,19,Senior,QA Manual,5,6,False
2022-04-10,Ukraine,8,Junior,Development - Backend,6,7,False
2018-08-04,Brunei Darussalam,12,Senior,Game Development,5,3,False
2021-02-01,Togo,1,Mid-Level,Data Engineer,5,0,False
2021-04-06,Virgin Islands U.S.,10,Intern,Development - CMS Frontend,8,2,False
2022-04-18,Iraq,4,Intern,Salesforce,1,4,False
2021-09-28,New Caledonia,13,Intern,Game Development,3,0,False
2019-03-03,Kyrgyz Republic,22,Architect,Adobe Experience Manager,9,6,False
2018-10-20,Sao Tome and Principe,13,Lead,Business Analytics / Project Management,5,0,False
2021-09-11,British Indian Ocean Territory (Chagos Archipelago),1,Senior,Sales,1,8,False
2020-01-01,Ukraine,1,Intern,Business Intelligence,3,0,False
2019-07-04,Gibraltar,1,Senior,Security,1,8,False
2019-06-23,Somalia,1,Trainee,Development - Backend,4,5,False
2021-09-04,Qatar,5,Intern,Business Intelligence,1,6,False
2021-04-21,Saint Helena,8,Trainee,Game Development,5,1,False
2018-04-28,Republic of Korea,27,Lead,Business Analytics / Project Management,3,10,False
2021-03-09,Tokelau,22,Junior,System Administration,3,8,False
2021-07-19,Guinea-Bissau,20,Architect,QA Automation,6,0,False
2021-06-16,Somalia,14,Architect,QA Automation,1,5,False
2021-04-04,Namibia,21,Architect,Development - Backend,2,1,False
2018-01-04,Cameroon,30,Lead,System Administration,8,8,True
2019-11-10,Zambia,29,Intern,Development - CMS Backend,10,0,False
2019-10-08,Nauru,17,Trainee,Development - CMS Frontend,3,5,False
2021-06-08,Mali,24,Lead,QA Manual,1,4,False
2020-01-12,Rwanda,11,Senior,Client Success,7,7,False
2021-12-06,France,9,Intern,System Administration,4,2,False
2021-11-25,Western Sahara,28,Lead,QA Manual,2,5,False
2021-08-06,Tanzania,4,Senior,DevOps,8,9,True
2018-07-19,Guatemala,3,Architect,Client Success,6,3,False
2019-12-07,Turkey,27,Junior,Development - CMS Frontend,6,6,False
2020-09-13,Ukraine,30,Lead,Game Development,0,0,False
2021-11-07,Saint Lucia,25,Intern,Business Intelligence,2,10,False
2020-08-13,Turkmenistan,23,Junior,Design,10,8,True
2018-05-05,Burkina Faso,6,Trainee,Development - FullStack,6,9,False
2019-12-17,Turkey,1,Junior,Game Development,3,2,False
2020-04-17,Macao,6,Senior,Sales,9,0,False
2021-05-17,Sierra Leone,15,Junior,Game Development,0,4,False
2020-06-06,Denmark,21,Lead,Development - Frontend,1,8,False
2018-09-16,Saint Lucia,27,Intern,System Administration,1,3,False
2018-10-06,South Africa,14,Junior,Client Success,1,9,False
2020-03-26,Libyan Arab Jamahiriya,11,Junior,Security Compliance,2,7,False
2018-12-14,Ethiopia,2,Junior,Sales,2,4,False
2021-07-26,Gabon,11,Junior,Mulesoft,1,0,False
2019-02-27,Bhutan,16,Junior,Data Engineer,9,3,False
2021-04-01,Mauritania,18,Lead,QA Automation,5,2,False
2021-07-20,Uruguay,30,Junior,DevOps,3,9,False
2021-01-17,Saint Martin,25,Senior,Development - Frontend,8,9,True
2019-02-27,Netherlands Antilles,11,Junior,Security Compliance,1,0,False
2020-03-17,Micronesia,11,Junior,Security Compliance,8,7,False
2019-02-18,Palestinian Territory,23,Mid-Level,Data Engineer,8,6,False
2018-01-08,Montserrat,13,Mid-Level,Salesforce,8,6,False
2021-07-02,Luxembourg,1,Trainee,DevOps,9,3,False
2020-12-08,Maldives,16,Junior,Mulesoft,7,1,False
2018-06-27,Netherlands,4,Architect,Client Success,6,9,False
2018-07-09,United States Minor Outlying Islands,18,Junior,Database Administration,4,2,False
2018-03-04,Benin,11,Junior,Development - CMS Frontend,8,9,True
2019-10-26,Cook Islands,23,Senior,Client Success,2,3,False
2019-02-14,Niue,20,Trainee,Design,4,0,False
2019-12-07,Togo,6,Architect,Data Engineer,2,0,False
2021-07-04,Martinique,27,Senior,Business Analytics / Project Management,1,4,False
2021-05-12,Micronesia,16,Lead,Salesforce,1,4,False
2020-01-09,Saint Vincent and the Grenadines,6,Senior,Development - Frontend,9,6,False
2018-08-20,Sao Tome and Principe,18,Senior,QA Manual,4,1,False
2020-07-23,Timor-Leste,14,Trainee,Salesforce,7,4,False
2020-01-19,Morocco,7,Intern,Business Analytics / Project Management,0,3,False
2021-05-04,Denmark,8,Senior,Business Analytics / Project Management,7,2,False
2018-07-15,Switzerland,20,Architect,Database Administration,3,10,False
2018-09-30,Dominica,2,Mid-Level,Security,2,8,False
2019-03-09,Singapore,20,Trainee,Mulesoft,6,2,False
2019-04-21,Republic of Korea,0,Trainee,QA Manual,4,6,False
2018-09-04,Burkina Faso,28,Intern,Design,2,10,False
2021-04-02,Fiji,17,Junior,Salesforce,4,7,False
2018-11-01,Monaco,10,Architect,Technical Writing,7,4,False
2021-04-16,Portugal,18,Trainee,Sales,10,7,False
2018-01-23,Zambia,10,Senior,System Administration,4,1,False
2018-04-20,Sudan,20,Senior,Business Intelligence,6,0,False
2022-03-12,Canada,6,Senior,Client Success,6,3,False
2022-02-14,Democratic People's Republic of Korea,30,Trainee,Client Success,0,9,False
2020-05-22,Egypt,5,Junior,System Administration,9,6,False
2019-08-09,Belize,4,Architect,DevOps,7,0,False
2018-12-18,Japan,13,Trainee,Game Development,10,7,False
2018-03-12,Saint Martin,2,Mid-Level,Game Development,3,0,False
2019-01-24,Guam,9,Architect,Technical Writing,0,5,False
2020-03-14,Kiribati,12,Intern,Development - CMS Frontend,5,6,False
2021-09-13,Papua New Guinea,7,Junior,DevOps,0,6,False
2019-12-30,Cameroon,4,Senior,Development - CMS Backend,8,9,True
2020-02-20,Venezuela,2,Intern,Adobe Experience Manager,8,2,False
2018-09-30,Slovakia (Slovak Republic),18,Senior,Mulesoft,2,8,False
2019-03-08,Tajikistan,5,Intern,Business Analytics / Project Management,0,0,False
2020-11-20,Northern Mariana Islands,9,Mid-Level,Database Administration,4,5,False
2018-12-11,Argentina,6,Junior,Development - Frontend,0,6,False
2019-09-16,Kyrgyz Republic,8,Senior,Business Analytics / Project Management,6,7,False
2021-09-12,Estonia,24,Mid-Level,Development - FullStack,2,8,False
2022-05-08,Yemen,18,Mid-Level,Development - Frontend,6,10,False
2021-03-13,Guatemala,20,Intern,Security,10,1,False
2019-07-15,Kiribati,16,Lead,Development - Backend,5,1,False
2020-11-11,Nigeria,3,Architect,Development - FullStack,5,5,False
2020-02-29,Martinique,13,Senior,Mulesoft,4,0,False
2020-02-19,Mayotte,23,Lead,Mulesoft,2,6,False
2019-06-16,Bosnia and Herzegovina,11,Trainee,Technical Writing,4,6,False
2022-03-21,Maldives,1,Intern,Technical Writing,7,5,False
2019-02-11,New Caledonia,3,Trainee,Development - CMS Frontend,9,3,False
2019-09-29,Sierra Leone,23,Lead,QA Manual,0,3,False
2020-10-10,Portugal,28,Intern,Development - Backend,2,6,False
2021-05-24,Madagascar,8,Mid-Level,Game Development,6,6,False
2021-06-16,Seychelles,0,Trainee,Mulesoft,9,3,False
2021-12-16,South Africa,2,Intern,Database Administration,6,2,False
2019-08-23,Ireland,4,Mid-Level,Game Development,3,3,False
2021-12-10,Eritrea,13,Architect,System Administration,4,3,False
2020-12-08,Taiwan,3,Mid-Level,Development - Frontend,1,3,False
2018-08-19,Romania,0,Mid-Level,Development - CMS Frontend,4,8,False
2022-06-18,Latvia,19,Lead,Security Compliance,3,9,False
2018-11-12,Sweden,13,Senior,Salesforce,8,6,False
2019-01-15,Albania,12,Lead,Development - Frontend,10,10,True
2020-03-19,Japan,26,Junior,QA Manual,7,7,False
2018-06-28,Trinidad and Tobago,8,Mid-Level,Business Analytics / Project Management,9,1,False
2021-08-22,Dominica,21,Architect,DevOps,2,5,False
2019-02-10,Mauritius,20,Mid-Level,Development - FullStack,2,4,False
2019-01-03,Haiti,9,Junior,DevOps,4,0,False
2022-02-01,Jersey,28,Intern,Security Compliance,2,7,False
2019-01-13,France,1,Lead,QA Manual,4,8,False
2019-04-24,Sweden,14,Mid-Level,Mulesoft,3,9,False
2020-07-14,Qatar,5,Senior,Salesforce,9,9,True
2022-03-20,Svalbard & Jan Mayen Islands,14,Architect,Design,10,5,False
2019-09-22,Martinique,29,Senior,Business Analytics / Project Management,7,9,False
2022-05-25,United Kingdom,28,Senior,QA Automation,6,7,False
2018-11-08,Guernsey,10,Mid-Level,Development - CMS Backend,3,4,False
2019-03-26,Australia,9,Architect,Development - CMS Frontend,5,9,False
2021-02-05,Saint Kitts and Nevis,14,Architect,DevOps,8,7,False
2019-04-29,Kiribati,30,Trainee,Salesforce,0,9,False
2020-12-28,Pakistan,1,Mid-Level,Security,0,1,False
2019-04-09,Venezuela,25,Lead,QA Automation,8,9,True
2021-09-16,Morocco,19,Trainee,Salesforce,10,5,False
2019-10-17,Jamaica,21,Trainee,Development - Backend,0,6,False
2018-01-01,Andorra,7,Trainee,Technical Writing,10,6,False
2019-12-10,Sudan,7,Architect,Sales,6,9,False
2021-03-11,Dominican Republic,25,Trainee,QA Automation,2,3,False
2022-03-12,Argentina,29,Junior,QA Manual,7,5,False
2020-11-25,Bermuda,22,Architect,Salesforce,4,0,False
2021-10-27,Bouvet Island (Bouvetoya),10,Senior,DevOps,9,3,False
2022-04-12,United States Minor Outlying Islands,12,Intern,DevOps,7,8,False
2020-08-15,Svalbard & Jan Mayen Islands,2,Junior,Client Success,4,3,False
2018-06-28,Algeria,1,Mid-Level,Technical Writing,2,4,False
2020-06-19,Croatia,21,Lead,Mulesoft,3,8,False
2018-12-08,Trinidad and Tobago,17,Architect,Social Media Community Management,5,5,False
2019-05-29,Burundi,26,Intern,Adobe Experience Manager,3,7,False
2022-04-10,Syrian Arab Republic,26,Lead,Game Development,8,9,True
2018-02-03,Luxembourg,29,Intern,System Administration,0,7,False
2022-04-28,Saint Kitts and Nevis,13,Trainee,Business Analytics / Project Management,0,1,False
2019-10-23,Malawi,20,Architect,Development - FullStack,3,9,False
2020-08-31,United Arab Emirates,8,Trainee,Social Media Community Management,10,0,False
2018-04-26,Brunei Darussalam,14,Lead,Game Development,5,10,False
2021-11-24,Ukraine,24,Lead,DevOps,3,1,False
2018-12-03,Cape Verde,27,Junior,Mulesoft,6,4,False
2021-05-04,Guadeloupe,20,Mid-Level,Development - Backend,9,5,False
2018-12-12,Rwanda,17,Lead,DevOps,1,5,False
2022-04-07,Saint Helena,12,Architect,Design,4,4,False
2018-06-29,Brazil,5,Mid-Level,Business Analytics / Project Management,0,3,False
2019-07-06,Suriname,29,Trainee,DevOps,1,4,False
2018-04-14,Serbia,16,Trainee,Game Development,5,0,False
2021-11-30,Nepal,26,Junior,DevOps,6,9,False
2019-10-03,Singapore,11,Architect,Salesforce,1,7,False
2020-03-19,Hungary,30,Intern,QA Manual,2,6,False
2018-09-10,Rwanda,26,Architect,Security Compliance,10,1,False
2018-06-02,Malawi,19,Trainee,Salesforce,7,6,False
2021-11-28,Wallis and Futuna,25,Senior,Mulesoft,7,10,False
2022-05-11,Bouvet Island (Bouvetoya),28,Mid-Level,Design,10,7,False
2018-06-25,Maldives,28,Intern,Development - CMS Backend,2,3,False
2022-02-20,Isle of Man,6,Architect,Client Success,4,7,False
2022-06-03,Bulgaria,24,Senior,Security Compliance,6,9,False
2022-06-23,Libyan Arab Jamahiriya,13,Senior,Development - CMS Frontend,0,2,False
2021-08-05,Macao,22,Mid-Level,Business Analytics / Project Management,8,8,True
2018-01-13,Zambia,24,Intern,Sales,1,8,False
2021-08-12,Tajikistan,17,Senior,Data Engineer,2,5,False
2022-03-31,Honduras,17,Architect,System Administration,5,10,False
2019-07-06,Iran,15,Architect,Data Engineer,7,9,False
2021-07-29,Kuwait,23,Mid-Level,Data Engineer,2,7,False
2021-07-14,Finland,9,Intern,Development - FullStack,8,1,False
2021-11-21,Vanuatu,5,Intern,Development - FullStack,4,5,False
2018-07-15,Democratic People's Republic of Korea,29,Junior,Game Development,2,3,False
2022-04-15,Saint Barthelemy,9,Senior,Salesforce,3,1,False
2021-02-14,Greece,5,Mid-Level,Security,7,1,False
2021-09-27,Aruba,24,Lead,Security,6,7,False
2019-09-04,Ireland,27,Senior,Security,4,7,False
2018-08-25,El Salvador,16,Mid-Level,Database Administration,0,1,False
2022-05-05,India,4,Mid-Level,Salesforce,5,10,False
2018-05-23,Macao,23,Senior,Development - FullStack,6,6,False
2019-01-30,Holy See (Vatican City State),7,Intern,Development - FullStack,4,0,False
2020-03-14,Fiji,24,Intern,Sales,7,7,False
2019-08-15,Mayotte,11,Mid-Level,Security Compliance,1,3,False
2021-09-22,Cook Islands,24,Trainee,Development - Backend,2,6,False
2019-12-27,Antigua and Barbuda,12,Architect,Database Administration,5,5,False
2018-04-23,Taiwan,29,Junior,Development - FullStack,6,3,False
2022-01-18,United States Minor Outlying Islands,30,Mid-Level,Database Administration,6,6,False
2018-05-24,Benin,21,Mid-Level,QA Manual,10,1,False
2020-03-01,Barbados,24,Architect,Database Administration,2,0,False
2019-09-16,Austria,21,Lead,Development - CMS Frontend,9,4,False
2019-03-12,Montenegro,24,Senior,QA Automation,4,4,False
2022-04-21,Togo,26,Trainee,Business Intelligence,10,2,False
2022-05-18,Ethiopia,6,Architect,Game Development,8,9,True
2021-12-17,Macedonia,11,Mid-Level,Development - FullStack,3,3,False
2018-07-06,Jordan,16,Architect,DevOps,10,3,False
2019-09-18,Spain,7,Intern,Salesforce,10,7,False
2021-08-03,Fiji,11,Trainee,Game Development,1,9,False
2020-04-06,Guadeloupe,11,Architect,System Administration,4,9,False
2020-06-25,Tajikistan,21,Intern,QA Automation,7,7,False
2019-11-08,New Caledonia,9,Intern,QA Automation,10,2,False
2020-09-12,Cook Islands,29,Intern,Game Development,8,10,True
2018-05-19,Czech Republic,13,Junior,Salesforce,5,6,False
2019-11-22,Uganda,5,Trainee,Data Engineer,1,7,False
2019-01-11,Moldova,11,Trainee,System Administration,2,1,False
2021-02-12,Lebanon,4,Senior,Technical Writing,2,10,False
2020-09-11,Saudi Arabia,20,Junior,Development - Backend,7,2,False
2022-02-25,Niue,4,Intern,Security Compliance,2,10,False
2021-08-29,Nauru,8,Mid-Level,Salesforce,7,0,False
2021-04-06,Republic of Korea,9,Intern,Sales,0,2,False
2022-06-22,Qatar,3,Mid-Level,QA Automation,7,9,False
2020-07-14,Maldives,2,Junior,Game Development,0,2,False
2022-05-04,Uruguay,29,Mid-Level,Technical Writing,8,4,False
2018-05-22,Libyan Arab Jamahiriya,11,Junior,Development - FullStack,9,6,False
2019-08-11,Niger,0,Mid-Level,Business Intelligence,3,5,False
2021-02-14,Portugal,29,Junior,Game Development,8,8,True
2019-03-17,Seychelles,16,Architect,Social Media Community Management,0,7,False
2021-12-31,Kiribati,2,Lead,Development - Backend,3,4,False
2020-12-04,Dominican Republic,10,Mid-Level,Design,3,5,False
2019-07-14,Comoros,28,Junior,QA Automation,6,9,False
2021-03-16,Aruba,11,Lead,Security,1,2,False
2019-03-31,Sao Tome and Principe,13,Architect,Business Analytics / Project Management,6,7,False
2020-11-04,Kazakhstan,20,Architect,Development - CMS Backend,5,1,False
2020-05-24,South Africa,22,Trainee,Development - FullStack,5,3,False
2022-02-28,Virgin Islands U.S.,2,Architect,Client Success,2,4,False
2020-03-30,Algeria,0,Senior,QA Manual,4,3,False
2019-07-08,Morocco,15,Trainee,Business Analytics / Project Management,8,10,True
2021-07-23,Swaziland,15,Mid-Level,Security Compliance,0,5,False
2022-06-21,Mozambique,22,Trainee,Development - Frontend,8,9,True
2018-04-04,Canada,21,Architect,Game Development,9,10,True
2021-10-26,Cocos (Keeling) Islands,9,Architect,Mulesoft,6,6,False
2022-06-10,Netherlands Antilles,13,Junior,Business Analytics / Project Management,8,4,False
2018-07-22,Libyan Arab Jamahiriya,5,Senior,Mulesoft,9,3,False
2021-01-22,Guadeloupe,25,Trainee,QA Manual,3,5,False
2020-10-14,Togo,26,Intern,Sales,0,8,False
2021-04-26,Mali,9,Trainee,Development - Backend,8,0,False
2022-03-18,Russian Federation,3,Senior,QA Manual,7,3,False
2018-12-27,Australia,11,Mid-Level,Mulesoft,1,2,False
2020-08-19,Northern Mariana Islands,2,Mid-Level,Development - FullStack,1,10,False
2022-05-24,Cuba,12,Mid-Level,Game Development,4,6,False
2021-02-22,Peru,24,Lead,Design,9,9,True
2018-03-25,Ukraine,23,Trainee,Adobe Experience Manager,3,4,False
2018-04-06,Grenada,13,Trainee,Development - Backend,10,3,False
2018-02-10,Norfolk Island,13,Mid-Level,Development - CMS Frontend,4,4,False
2020-09-17,Marshall Islands,17,Trainee,Game Development,4,10,False
2019-07-23,United Kingdom,2,Architect,Development - FullStack,3,9,False
2018-12-12,Montserrat,14,Trainee,DevOps,2,5,False
2019-03-22,Isle of Man,0,Trainee,System Administration,6,6,False
2020-09-13,Honduras,22,Lead,Game Development,6,5,False
2021-02-27,Czech Republic,25,Intern,Game Development,8,1,False
2018-08-09,Bouvet Island (Bouvetoya),28,Senior,Development - CMS Backend,7,6,False
2018-08-31,Nauru,14,Senior,Security Compliance,8,9,True
2022-04-12,Cameroon,11,Intern,Business Analytics / Project Management,6,4,False
2021-01-24,Japan,3,Trainee,Design,10,3,False
2018-10-17,Serbia,3,Junior,Development - Backend,9,1,False
2021-09-15,Qatar,0,Trainee,Business Analytics / Project Management,4,9,False
2021-11-11,Angola,26,Architect,Data Engineer,5,3,False
2019-07-11,Saint Pierre and Miquelon,22,Intern,Database Administration,2,3,False
2021-09-14,Bulgaria,9,Senior,Sales,0,7,False
2020-01-05,Martinique,14,Senior,System Administration,4,1,False
2022-03-15,Bhutan,22,Lead,Design,3,3,False
2022-05-16,Gabon,2,Senior,Game Development,8,2,False
2022-05-11,Timor-Leste,4,Mid-Level,DevOps,0,7,False
2019-03-09,Angola,13,Architect,Sales,5,2,False
2018-11-23,Burkina Faso,11,Senior,Mulesoft,6,1,False
2020-12-03,Tonga,8,Intern,Adobe Experience Manager,1,1,False
2020-08-29,Madagascar,30,Intern,Social Media Community Management,3,7,False
2020-09-03,Sudan,16,Mid-Level,Design,6,7,False
2021-07-30,Spain,22,Architect,Development - Backend,4,5,False
2018-08-21,Croatia,1,Trainee,QA Automation,3,9,False
2021-05-04,Turkey,26,Senior,Social Media Community Management,7,8,False
2021-07-21,Spain,18,Architect,Data Engineer,1,8,False
2022-02-15,Maldives,13,Trainee,Database Administration,10,4,False
2021-07-06,Norfolk Island,9,Trainee,Development - FullStack,1,8,False
2018-02-20,France,6,Architect,Development - CMS Backend,8,6,False
2019-06-19,Italy,30,Mid-Level,Sales,4,6,False
2018-11-13,Mozambique,27,Lead,DevOps,8,7,False
2019-07-08,Ukraine,15,Trainee,Social Media Community Management,10,5,False
2021-12-16,Cook Islands,16,Intern,Technical Writing,8,8,True
2022-03-31,Heard Island and McDonald Islands,20,Senior,Development - FullStack,10,4,False
2019-11-18,Faroe Islands,6,Junior,DevOps,2,7,False
2020-12-09,Trinidad and Tobago,9,Architect,QA Automation,10,6,False
2019-11-11,Japan,30,Trainee,Data Engineer,4,3,False
2021-01-17,Virgin Islands U.S.,29,Architect,Mulesoft,8,7,False
2019-01-02,Guyana,21,Architect,Development - CMS Frontend,9,6,False
2021-04-10,Christmas Island,18,Senior,Mulesoft,7,3,False
2021-03-26,United Arab Emirates,11,Senior,Social Media Community Management,4,9,False
2018-08-30,India,21,Senior,Database Administration,0,1,False
2020-12-05,Togo,2,Trainee,System Administration,4,9,False
2021-09-14,Spain,4,Senior,Client Success,8,9,True
2021-06-02,Faroe Islands,13,Lead,Development - FullStack,7,5,False
2020-01-05,Pitcairn Islands,4,Architect,Technical Writing,7,0,False
2019-05-06,Mauritius,26,Architect,Data Engineer,10,8,True
2020-11-07,Vietnam,6,Mid-Level,Security Compliance,6,2,False
2019-09-06,Cuba,23,Junior,Development - Frontend,10,6,False
2019-12-29,Isle of Man,15,Junior,Development - CMS Backend,9,8,True
2019-07-29,Austria,8,Architect,Mulesoft,10,4,False
2020-06-20,Uganda,19,Lead,System Administration,4,7,False
2018-11-01,Equatorial Guinea,3,Trainee,Sales,3,4,False
2018-06-18,Vanuatu,3,Lead,QA Manual,4,6,False
2020-10-21,Greece,24,Senior,Security Compliance,6,4,False
2022-03-21,Lithuania,8,Intern,Technical Writing,3,2,False
2018-02-03,Malta,7,Mid-Level,Business Analytics / Project Management,4,5,False
2018-03-15,Denmark,27,Lead,Game Development,7,1,False
2019-01-16,Saint Lucia,14,Mid-Level,Development - Frontend,1,4,False
